,state,catId,catName,category
0,Cerrillos,1,2018,1
1,La Florida,1,2018,2
2,Las Condes,1,2018,1
3,Lo Espejo,1,2018,1
4,Maipú,1,2018,1
5,Ñuñoa,1,2018,3
6,Otra,1,2018,2
7,Peñalolén,1,2018,2
8,Providencia,1,2018,2
9,Pudahuel,1,2018,1
10,Quinta Normal,1,2018,1
11,San Joaquín,1,2018,1
12,Santiago,1,2018,5
13,Calera de Tango,2,2017,1
14,Cerrillos,2,2017,2
15,Cerro Navia,2,2017,1
16,Colina,2,2017,4
17,Conchalí,2,2017,2
18,El Bosque,2,2017,9
19,Estación Central,2,2017,4
20,Huechuraba,2,2017,2
21,Independencia,2,2017,2
22,La Cisterna,2,2017,9
23,La Florida,2,2017,16
24,La Granja,2,2017,8
25,La Pintana,2,2017,6
26,La Reina,2,2017,3
27,Lampa,2,2017,1
28,Las Condes,2,2017,8
29,Lo Barnechea,2,2017,3
30,Lo Prado,2,2017,1
31,Macul,2,2017,6
32,Maipú,2,2017,10
33,Melipilla,2,2017,1
34,Ñuñoa,2,2017,9
35,Otra,2,2017,77
36,Padre Hurtado,2,2017,1
37,Paine,2,2017,1
38,Pedro Aguirre Cerda,2,2017,1
39,Peñaflor,2,2017,1
40,Peñalolén,2,2017,4
41,Providencia,2,2017,7
42,Pudahuel,2,2017,3
43,Puente Alto,2,2017,10
44,Quilicura,2,2017,12
45,Quinta Normal,2,2017,6
46,Recoleta,2,2017,3
47,San Bernardo,2,2017,8
48,San Joaquín,2,2017,6
49,San Miguel,2,2017,8
50,San Ramón,2,2017,8
51,Santiago,2,2017,133
52,Talagante,2,2017,2
53,Vitacura,2,2017,8
54,Calera de Tango,3,2016,1
55,Cerrillos,3,2016,2
56,Cerro Navia,3,2016,2
57,Colina,3,2016,2
58,Conchalí,3,2016,9
59,Curacaví,3,2016,1
60,El Bosque,3,2016,3
61,Estación Central,3,2016,5
62,Huechuraba,3,2016,3
63,Independencia,3,2016,7
64,La Cisterna,3,2016,5
65,La Florida,3,2016,15
66,La Granja,3,2016,6
67,La Pintana,3,2016,4
68,La Reina,3,2016,2
69,Lampa,3,2016,1
70,Las Condes,3,2016,7
71,Lo Barnechea,3,2016,1
72,Macul,3,2016,2
73,Maipú,3,2016,6
74,Melipilla,3,2016,3
75,Ñuñoa,3,2016,13
76,Otra,3,2016,71
77,Paine,3,2016,1
78,Pedro Aguirre Cerda,3,2016,4
79,Peñalolén,3,2016,3
80,Providencia,3,2016,9
81,Pudahuel,3,2016,10
82,Puente Alto,3,2016,8
83,Quilicura,3,2016,4
84,Quinta Normal,3,2016,5
85,Recoleta,3,2016,2
86,Renca,3,2016,4
87,San Bernardo,3,2016,8
88,San Joaquín,3,2016,6
89,San Miguel,3,2016,3
90,San Ramón,3,2016,3
91,Santiago,3,2016,106
92,Talagante,3,2016,1
93,Vitacura,3,2016,5
94,Buin,4,2015,1
95,Cerrillos,4,2015,2
96,Cerro Navia,4,2015,1
97,Colina,4,2015,1
98,Conchalí,4,2015,3
99,Curacaví,4,2015,1
100,El Bosque,4,2015,2
101,Estación Central,4,2015,4
102,Huechuraba,4,2015,7
103,Independencia,4,2015,2
104,La Cisterna,4,2015,3
105,La Florida,4,2015,14
106,La Granja,4,2015,3
107,La Pintana,4,2015,7
108,La Reina,4,2015,7
109,Lampa,4,2015,2
110,Las Condes,4,2015,6
111,Lo Barnechea,4,2015,1
112,Lo Prado,4,2015,1
113,Macul,4,2015,3
114,Maipú,4,2015,7
115,Ñuñoa,4,2015,7
116,Otra,4,2015,70
117,Padre Hurtado,4,2015,1
118,Pedro Aguirre Cerda,4,2015,1
119,Peñalolén,4,2015,3
120,Providencia,4,2015,10
121,Pudahuel,4,2015,4
122,Puente Alto,4,2015,8
123,Quilicura,4,2015,7
124,Quinta Normal,4,2015,9
125,Recoleta,4,2015,5
126,Renca,4,2015,4
127,San Bernardo,4,2015,2
128,San Joaquín,4,2015,2
129,San Miguel,4,2015,5
130,San Pedro,4,2015,1
131,San Ramón,4,2015,2
132,Santiago,4,2015,113
133,Vitacura,4,2015,10
134,Cerrillos,5,2014,4
135,Cerro Navia,5,2014,1
136,Colina,5,2014,1
137,Conchalí,5,2014,4
138,El Bosque,5,2014,3
139,Estación Central,5,2014,3
140,Huechuraba,5,2014,1
141,Independencia,5,2014,5
142,La Cisterna,5,2014,5
143,La Florida,5,2014,19
144,La Granja,5,2014,6
145,La Pintana,5,2014,7
146,La Reina,5,2014,5
147,Las Condes,5,2014,21
148,Macul,5,2014,4
149,Maipú,5,2014,9
150,Ñuñoa,5,2014,10
151,Otra,5,2014,77
152,Padre Hurtado,5,2014,2
153,Pedro Aguirre Cerda,5,2014,3
154,Peñalolén,5,2014,3
155,Providencia,5,2014,6
156,Pudahuel,5,2014,7
157,Puente Alto,5,2014,10
158,Quilicura,5,2014,7
159,Quinta Normal,5,2014,8
160,Recoleta,5,2014,2
161,Renca,5,2014,2
162,San Bernardo,5,2014,3
163,San Joaquín,5,2014,8
164,San Miguel,5,2014,9
165,San Ramón,5,2014,1
166,Santiago,5,2014,137
167,Vitacura,5,2014,10
168,Buin,6,2013,1
169,Calera de Tango,6,2013,1
170,Colina,6,2013,1
171,Conchalí,6,2013,7
172,El Bosque,6,2013,7
173,Estación Central,6,2013,1
174,Huechuraba,6,2013,2
175,Independencia,6,2013,2
176,La Cisterna,6,2013,7
177,La Florida,6,2013,9
178,La Granja,6,2013,7
179,La Pintana,6,2013,3
180,La Reina,6,2013,3
181,Las Condes,6,2013,12
182,Lo Barnechea,6,2013,2
183,Lo Espejo,6,2013,2
184,Lo Prado,6,2013,4
185,Macul,6,2013,3
186,Maipú,6,2013,4
187,Melipilla,6,2013,1
188,Ñuñoa,6,2013,12
189,Otra,6,2013,82
190,Pedro Aguirre Cerda,6,2013,1
191,Peñalolén,6,2013,4
192,Providencia,6,2013,7
193,Pudahuel,6,2013,5
194,Puente Alto,6,2013,7
195,Quilicura,6,2013,12
196,Quinta Normal,6,2013,4
197,Recoleta,6,2013,6
198,San Bernardo,6,2013,3
199,San Joaquín,6,2013,3
200,San Miguel,6,2013,11
201,San Ramón,6,2013,2
202,Santiago,6,2013,91
203,Talagante,6,2013,1
204,Vitacura,6,2013,4
205,Buin,7,2012,3
206,Calera de Tango,7,2012,1
207,Cerrillos,7,2012,4
208,Cerro Navia,7,2012,4
209,Conchalí,7,2012,2
210,El Bosque,7,2012,4
211,Estación Central,7,2012,5
212,Huechuraba,7,2012,1
213,Independencia,7,2012,2
214,La Cisterna,7,2012,6
215,La Florida,7,2012,12
216,La Granja,7,2012,5
217,La Pintana,7,2012,1
218,La Reina,7,2012,7
219,Las Condes,7,2012,13
220,Lo Barnechea,7,2012,2
221,Lo Espejo,7,2012,1
222,Lo Prado,7,2012,1
223,Macul,7,2012,7
224,Maipú,7,2012,10
225,Melipilla,7,2012,1
226,Ñuñoa,7,2012,17
227,Otra,7,2012,98
228,Paine,7,2012,2
229,Pedro Aguirre Cerda,7,2012,1
230,Peñaflor,7,2012,1
231,Peñalolén,7,2012,2
232,Providencia,7,2012,15
233,Pudahuel,7,2012,3
234,Puente Alto,7,2012,4
235,Quilicura,7,2012,9
236,Quinta Normal,7,2012,3
237,Recoleta,7,2012,6
238,Renca,7,2012,1
239,San Bernardo,7,2012,5
240,San Joaquín,7,2012,3
241,San José de Maipo,7,2012,1
242,San Miguel,7,2012,5
243,San Ramón,7,2012,2
244,Santiago,7,2012,122
245,Vitacura,7,2012,7
246,Buin,8,2011,3
247,Cerrillos,8,2011,3
248,Cerro Navia,8,2011,3
249,Colina,8,2011,1
250,Conchalí,8,2011,3
251,El Bosque,8,2011,3
252,Estación Central,8,2011,2
253,Huechuraba,8,2011,6
254,Independencia,8,2011,4
255,La Cisterna,8,2011,2
256,La Florida,8,2011,9
257,La Pintana,8,2011,3
258,La Reina,8,2011,8
259,Lampa,8,2011,1
260,Las Condes,8,2011,19
261,Lo Barnechea,8,2011,2
262,Lo Prado,8,2011,1
263,Macul,8,2011,2
264,Maipú,8,2011,13
265,Ñuñoa,8,2011,14
266,Otra,8,2011,89
267,Pedro Aguirre Cerda,8,2011,2
268,Peñalolén,8,2011,3
269,Providencia,8,2011,19
270,Pudahuel,8,2011,5
271,Puente Alto,8,2011,3
272,Quilicura,8,2011,13
273,Quinta Normal,8,2011,2
274,Recoleta,8,2011,3
275,Renca,8,2011,3
276,San Bernardo,8,2011,1
277,San Joaquín,8,2011,4
278,San Miguel,8,2011,10
279,San Ramón,8,2011,1
280,Santiago,8,2011,118
281,Talagante,8,2011,1
282,Vitacura,8,2011,13
283,Buin,9,2010,1
284,Colina,9,2010,4
285,Conchalí,9,2010,4
286,El Bosque,9,2010,1
287,Estación Central,9,2010,7
288,Huechuraba,9,2010,1
289,Independencia,9,2010,6
290,La Cisterna,9,2010,4
291,La Florida,9,2010,6
292,La Granja,9,2010,2
293,La Pintana,9,2010,1
294,La Reina,9,2010,6
295,Las Condes,9,2010,11
296,Lo Espejo,9,2010,1
297,Lo Prado,9,2010,2
298,Macul,9,2010,4
299,Maipú,9,2010,11
300,Ñuñoa,9,2010,8
