,state,catId,catName,category
0,Santiago,1,Hyundai,360
1,Las Condes,1,Hyundai,120
2,Providencia,1,Hyundai,112
3,Vitacura,1,Hyundai,79
4,Lo Barnechea,1,Hyundai,59
5,Ñuñoa,1,Hyundai,51
6,La Reina,1,Hyundai,41
7,Maipú,1,Hyundai,40
8,La Florida,1,Hyundai,28
9,San Miguel,1,Hyundai,26
10,Peñalolén,1,Hyundai,14
11,Cerrillos,1,Hyundai,13
12,Huechuraba,1,Hyundai,12
13,Estación Central,1,Hyundai,10
14,Quilicura,1,Hyundai,8
15,San Joaquín,1,Hyundai,8
16,Puente Alto,1,Hyundai,7
17,Pudahuel,1,Hyundai,6
18,San Bernardo,1,Hyundai,6
19,Recoleta,1,Hyundai,6
20,Otra,1,Hyundai,6
21,Macul,1,Hyundai,6
22,El Bosque,1,Hyundai,5
23,La Cisterna,1,Hyundai,5
24,Quinta Normal,1,Hyundai,5
25,Independencia,1,Hyundai,3
26,Lo Prado,1,Hyundai,3
27,La Pintana,1,Hyundai,3
28,Lo Espejo,1,Hyundai,3
29,Conchalí,1,Hyundai,2
30,La Granja,1,Hyundai,2
31,San Ramón,1,Hyundai,2
32,Colina,1,Hyundai,1
33,Isla de Maipo,1,Hyundai,1
34,Peñaflor,1,Hyundai,1
35,Pedro Aguirre Cerda,1,Hyundai,1
36,Cerro Navia,1,Hyundai,1
37,Renca,1,Hyundai,1
38,Santiago,3,Chevrolet,169
39,Providencia,3,Chevrolet,52
40,Ñuñoa,3,Chevrolet,28
41,Las Condes,3,Chevrolet,27
42,Vitacura,3,Chevrolet,19
43,Maipú,3,Chevrolet,19
44,La Florida,3,Chevrolet,14
45,San Miguel,3,Chevrolet,13
46,San Joaquín,3,Chevrolet,10
47,La Reina,3,Chevrolet,9
48,Recoleta,3,Chevrolet,8
49,Macul,3,Chevrolet,8
50,Puente Alto,3,Chevrolet,7
51,La Cisterna,3,Chevrolet,6
52,La Pintana,3,Chevrolet,6
53,San Bernardo,3,Chevrolet,6
54,La Granja,3,Chevrolet,6
55,Quilicura,3,Chevrolet,6
56,Conchalí,3,Chevrolet,5
57,Renca,3,Chevrolet,5
58,Huechuraba,3,Chevrolet,5
59,Estación Central,3,Chevrolet,5
60,San Ramón,3,Chevrolet,4
61,Colina,3,Chevrolet,3
62,Cerro Navia,3,Chevrolet,3
63,Lo Barnechea,3,Chevrolet,3
64,Lo Prado,3,Chevrolet,3
65,Cerrillos,3,Chevrolet,3
66,Pedro Aguirre Cerda,3,Chevrolet,3
67,El Bosque,3,Chevrolet,2
68,Quinta Normal,3,Chevrolet,2
69,Lo Espejo,3,Chevrolet,2
70,Pudahuel,3,Chevrolet,1
71,Peñaflor,3,Chevrolet,1
72,Peñalolén,3,Chevrolet,1
73,Lampa,3,Chevrolet,1
74,Pirque,3,Chevrolet,1
75,Independencia,3,Chevrolet,1
76,Melipilla,3,Chevrolet,1
77,Santiago,2,Toyota,155
78,Providencia,2,Toyota,60
79,Vitacura,2,Toyota,36
80,Las Condes,2,Toyota,32
81,Ñuñoa,2,Toyota,28
82,Lo Barnechea,2,Toyota,20
83,La Florida,2,Toyota,19
84,San Miguel,2,Toyota,12
85,La Reina,2,Toyota,10
86,Maipú,2,Toyota,8
87,Huechuraba,2,Toyota,7
88,Puente Alto,2,Toyota,6
89,La Cisterna,2,Toyota,5
90,Quilicura,2,Toyota,4
91,Cerrillos,2,Toyota,4
92,San Joaquín,2,Toyota,4
93,El Bosque,2,Toyota,4
94,Peñalolén,2,Toyota,3
95,Independencia,2,Toyota,3
96,San Ramón,2,Toyota,2
97,Estación Central,2,Toyota,2
98,Macul,2,Toyota,2
99,Pedro Aguirre Cerda,2,Toyota,2
100,Recoleta,2,Toyota,2
101,La Pintana,2,Toyota,2
102,La Granja,2,Toyota,2
103,Pudahuel,2,Toyota,2
104,Quinta Normal,2,Toyota,2
105,San Bernardo,2,Toyota,1
106,Talagante,2,Toyota,1
107,Cerro Navia,2,Toyota,1
108,Conchalí,2,Toyota,1
109,Lo Espejo,2,Toyota,1
110,Melipilla,2,Toyota,1
111,Lo Prado,2,Toyota,1
112,Santiago,4,Kia,144
113,Las Condes,4,Kia,20
114,Maipú,4,Kia,19
115,Vitacura,4,Kia,17
116,Providencia,4,Kia,16
117,La Florida,4,Kia,14
118,San Miguel,4,Kia,10
119,Ñuñoa,4,Kia,9
120,Lo Barnechea,4,Kia,9
121,San Bernardo,4,Kia,7
122,La Cisterna,4,Kia,7
123,Huechuraba,4,Kia,6
124,Cerrillos,4,Kia,6
125,Recoleta,4,Kia,6
126,Estación Central,4,Kia,6
127,Conchalí,4,Kia,5
128,Independencia,4,Kia,5
129,Macul,4,Kia,5
130,La Pintana,4,Kia,4
131,La Granja,4,Kia,3
132,Puente Alto,4,Kia,3
133,Pudahuel,4,Kia,3
134,El Bosque,4,Kia,2
135,Calera de Tango,4,Kia,2
136,Peñalolén,4,Kia,2
137,San Joaquín,4,Kia,2
138,Quilicura,4,Kia,2
139,Lampa,4,Kia,1
140,Lo Prado,4,Kia,1
141,Cerro Navia,4,Kia,1
142,La Reina,4,Kia,1
143,Buin,4,Kia,1
144,Pedro Aguirre Cerda,4,Kia,1
145,Quinta Normal,4,Kia,1
146,Otra,4,Kia,1
147,Santiago,5,Nissan,89
148,Las Condes,5,Nissan,41
149,Providencia,5,Nissan,21
150,Ñuñoa,5,Nissan,16
151,Vitacura,5,Nissan,13
152,La Reina,5,Nissan,12
153,La Florida,5,Nissan,12
154,Quinta Normal,5,Nissan,9
155,Lo Barnechea,5,Nissan,7
156,Recoleta,5,Nissan,6
157,Puente Alto,5,Nissan,5
158,Peñalolén,5,Nissan,5
159,San Bernardo,5,Nissan,5
160,Independencia,5,Nissan,5
161,Maipú,5,Nissan,5
162,Estación Central,5,Nissan,5
163,San Miguel,5,Nissan,5
164,Macul,5,Nissan,5
165,El Bosque,5,Nissan,5
166,Cerrillos,5,Nissan,4
167,La Cisterna,5,Nissan,4
168,Quilicura,5,Nissan,3
169,San Joaquín,5,Nissan,3
170,Pudahuel,5,Nissan,3
171,Renca,5,Nissan,3
172,Pedro Aguirre Cerda,5,Nissan,3
173,Lo Espejo,5,Nissan,2
174,Conchalí,5,Nissan,2
175,Colina,5,Nissan,2
176,Lampa,5,Nissan,1
177,Otra,5,Nissan,1
178,San Ramón,5,Nissan,1
179,Lo Prado,5,Nissan,1
180,Huechuraba,5,Nissan,1
181,Calera de Tango,5,Nissan,1
182,Peñaflor,5,Nissan,1
183,La Granja,5,Nissan,1
184,Santiago,6,Suzuki,98
185,Providencia,6,Suzuki,45
186,Las Condes,6,Suzuki,30
187,Vitacura,6,Suzuki,28
188,Ñuñoa,6,Suzuki,17
189,Lo Barnechea,6,Suzuki,12
190,La Reina,6,Suzuki,11
191,Maipú,6,Suzuki,8
192,Macul,6,Suzuki,7
193,Huechuraba,6,Suzuki,6
194,Renca,6,Suzuki,4
195,San Miguel,6,Suzuki,4
196,La Florida,6,Suzuki,4
197,Quinta Normal,6,Suzuki,3
198,La Cisterna,6,Suzuki,3
199,Lampa,6,Suzuki,2
200,Recoleta,6,Suzuki,2
201,Quilicura,6,Suzuki,2
202,Lo Prado,6,Suzuki,2
203,El Bosque,6,Suzuki,2
204,Estación Central,6,Suzuki,2
205,Peñalolén,6,Suzuki,2
206,Colina,6,Suzuki,1
207,Cerro Navia,6,Suzuki,1
208,Pudahuel,6,Suzuki,1
209,Cerrillos,6,Suzuki,1
210,San José de Maipo,6,Suzuki,1
211,Otra,6,Suzuki,1
212,Conchalí,6,Suzuki,1
213,Isla de Maipo,6,Suzuki,1
214,Puente Alto,6,Suzuki,1
215,San Bernardo,6,Suzuki,1
216,San Joaquín,6,Suzuki,1
217,Santiago,8,Subaru,30
218,Las Condes,8,Subaru,25
219,Vitacura,8,Subaru,21
220,Providencia,8,Subaru,15
221,Lo Barnechea,8,Subaru,10
222,La Reina,8,Subaru,4
223,La Cisterna,8,Subaru,3
224,Cerrillos,8,Subaru,2
225,San Miguel,8,Subaru,2
226,Maipú,8,Subaru,2
227,Quilicura,8,Subaru,2
228,Ñuñoa,8,Subaru,2
229,Otra,8,Subaru,1
230,Huechuraba,8,Subaru,1
231,Peñalolén,8,Subaru,1
232,Renca,8,Subaru,1
233,Calera de Tango,8,Subaru,1
234,San Bernardo,8,Subaru,1
235,Santiago,7,Samsung,20
236,Huechuraba,7,Samsung,6
237,Ñuñoa,7,Samsung,6
238,Las Condes,7,Samsung,5
239,Recoleta,7,Samsung,5
240,San Miguel,7,Samsung,4
241,Vitacura,7,Samsung,3
242,San Ramón,7,Samsung,2
243,Conchalí,7,Samsung,2
244,Lampa,7,Samsung,2
245,Quilicura,7,Samsung,2
246,Providencia,7,Samsung,2
247,Maipú,7,Samsung,1
248,Puente Alto,7,Samsung,1
249,Cerrillos,7,Samsung,1
250,San Bernardo,7,Samsung,1
251,El Bosque,7,Samsung,1
252,La Reina,7,Samsung,1
253,Pedro Aguirre Cerda,7,Samsung,1
254,Santiago,9,Mazda,17
255,Las Condes,9,Mazda,8
256,Vitacura,9,Mazda,5
257,Providencia,9,Mazda,4
258,Peñalolén,9,Mazda,3
259,Recoleta,9,Mazda,3
260,La Reina,9,Mazda,2
261,La Florida,9,Mazda,2
262,San Miguel,9,Mazda,2
263,Ñuñoa,9,Mazda,2
264,La Cisterna,9,Mazda,2
265,Otra,9,Mazda,2
266,Maipú,9,Mazda,1
267,Macul,9,Mazda,1
268,Quinta Normal,9,Mazda,1
269,Santiago,10,Ford,16
270,Maipú,10,Ford,5
271,Ñuñoa,10,Ford,3
272,Quilicura,10,Ford,3
273,Las Condes,10,Ford,3
274,La Reina,10,Ford,2
275,La Granja,10,Ford,2
276,San Bernardo,10,Ford,2
277,Vitacura,10,Ford,2
278,San Miguel,10,Ford,1
279,Independencia,10,Ford,1
280,La Cisterna,10,Ford,1
281,Conchalí,10,Ford,1
282,Lo Barnechea,10,Ford,1
283,Macul,10,Ford,1
